Prix,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Puissance fiscale,Nombre de portes,Origine,Première main,État,equip_Jantes aluminium,equip_Caméra de recul,equip_ESP,equip_Régulateur de vitesse,equip_CD/MP3/Bluetooth,equip_Vitres électriques,equip_Aucun,equip_Radar de recul,equip_Ordinateur de bord,equip_Système de navigation/GPS,equip_ABS,equip_Limiteur de vitesse,equip_Airbags,equip_Verrouillage centralisé à distance,equip_Climatisation,equip_Sièges cuir,equip_Toit ouvrant,Carburant_encoded,Origine_Dédouanée,Origine_Importée neuve,Origine_Inconnue,Origine_Pas encore dédouanée,Origine_WW au Maroc,État_encoded
78000,2018,0,Essence,175000,Dacia,Sandero,7.0,5,Inconnue,0,Très bon,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0.18709133094283906,0.0,0.0,1.0,0.0,0.0,2
100000,2010,0,Diesel,165000,Renault,Megane,6.0,5,WW au Maroc,1,Très bon,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
155000,2022,0,Diesel,32500,Dacia,Logan,6.0,5,WW au Maroc,1,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
120000,2015,0,Diesel,185000,Skoda,Autres,6.0,5,WW au Maroc,1,Très bon,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
39000,2007,0,Essence,325000,Fiat,Siena,7.0,5,WW au Maroc,0,Très bon,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,2
120000,2015,0,Diesel,225000,Dacia,Duster,6.0,5,WW au Maroc,0,Très bon,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
349000,2019,1,Diesel,125000,Mercedes-Benz,Classe A,6.0,5,Dédouanée,1,Très bon,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
115000,2010,0,Diesel,225000,Volkswagen,Touran,8.0,5,Importée neuve,1,Très bon,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,1.0,0.0,0.0,0.0,2
205000,2014,1,Diesel,135000,Land Rover,Range Rover Evoque,9.0,3,Dédouanée,1,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
75000,2013,0,Diesel,375000,Opel,Insignia,8.0,5,WW au Maroc,1,Très bon,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
48000,2006,1,Essence,135000,Honda,Accord,11.0,5,WW au Maroc,1,Très bon,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,2
174000,2018,0,Diesel,72500,Skoda,Octavia,8.0,5,WW au Maroc,0,Très bon,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
130000,2005,0,Diesel,275000,Mercedes-Benz,220,10.0,5,Dédouanée,0,Très bon,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
185000,2017,0,Diesel,115000,Nissan,Qashqai,6.0,5,WW au Maroc,0,Très bon,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
55000,2000,0,Diesel,7500,Mercedes-Benz,190,10.0,5,WW au Maroc,0,Moyen,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,1
138000,2021,0,Diesel,82500,Citroen,C3,6.0,5,WW au Maroc,0,Très bon,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
115000,2012,0,Diesel,225000,Ford,Focus,6.0,5,WW au Maroc,0,Moyen,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,1
35000,2000,0,Essence,325000,Mitsubishi,Autres,8.0,5,Dédouanée,0,Très bon,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.18709133094283906,1.0,0.0,0.0,0.0,0.0,2
227000,2019,1,Diesel,12500,Skoda,Autres,8.0,5,WW au Maroc,1,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
297000,2020,1,Diesel,72500,Hyundai,Tucson,6.0,5,WW au Maroc,1,Très bon,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
73000,2012,0,Essence,125000,Ford,Fiesta,7.0,5,WW au Maroc,0,Moyen,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,1
43000,2001,0,Essence,225000,Fiat,Punto,7.0,5,Dédouanée,0,Moyen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18709133094283906,1.0,0.0,0.0,0.0,0.0,1
133000,2023,0,Diesel,42500,Citroen,C-Elysée,6.0,5,WW au Maroc,1,Très bon,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
150800,2022,0,Diesel,115000,Dacia,Logan,6.0,5,WW au Maroc,0,Neuf,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,3
16000,2000,0,Essence,225000,Renault,Autres,6.0,5,Dédouanée,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18709133094283906,1.0,0.0,0.0,0.0,0.0,2
54000,2009,0,Essence,97500,Dacia,Sandero,8.0,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,2
340000,2024,1,Diesel,57500,BMW,Série 1,6.0,5,Dédouanée,1,Neuf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,3
48000,2005,0,Essence,2500,Citroen,C3,6.0,5,WW au Maroc,0,Très bon,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,2
119000,2014,0,Diesel,12500,Ford,Fiesta,6.0,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
128000,2022,0,Diesel,195000,Citroen,C-Elysée,6.0,5,WW au Maroc,0,Très bon,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
116000,2018,0,Diesel,12500,Renault,Clio,7.0,5,WW au Maroc,0,Moyen,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,1
112000,2019,0,Diesel,72500,Peugeot,208,6.0,5,WW au Maroc,0,Très bon,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
122000,2019,0,Diesel,125000,Citroen,C-Elysée,6.0,5,WW au Maroc,1,Très bon,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
84000,2008,0,Diesel,225000,Honda,CR-V,9.0,5,WW au Maroc,0,Très bon,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
145000,2000,0,Diesel,22500,Mercedes-Benz,Autres,5.0,5,Dédouanée,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
28000,2001,0,Diesel,2500,Fiat,Uno,5.0,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
64000,2003,0,Diesel,27500,Renault,Scenic,7.0,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
124000,2019,0,Diesel,105000,Renault,Kangoo,6.0,5,WW au Maroc,0,Moyen,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,1
145000,2016,1,Diesel,155000,Volkswagen,Jetta,6.0,5,WW au Maroc,0,Très bon,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
230000,2015,0,Diesel,185000,Audi,Q3,8.0,5,Dédouanée,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
107000,2020,0,Diesel,105000,Fiat,Doblo,6.0,5,Inconnue,0,Très bon,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7994797159530338,0.0,0.0,1.0,0.0,0.0,2
160000,2016,0,Diesel,175000,Peugeot,Autres,7.0,5,Dédouanée,1,Très bon,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
120000,2009,1,Diesel,225000,Mercedes-Benz,220,9.0,5,WW au Maroc,1,Moyen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,1
60000,2000,0,Diesel,22500,Mercedes-Benz,250,10.0,5,Dédouanée,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
100000,2019,0,Diesel,2500,Dacia,Logan,6.0,5,WW au Maroc,1,Très bon,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
135000,2013,1,Diesel,225000,Hyundai,Autres,7.0,5,WW au Maroc,0,Très bon,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
65000,2012,0,Essence,375000,Hyundai,i10,6.0,5,WW au Maroc,0,Très bon,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,2
34000,2000,0,Essence,42500,Fiat,Palio,5.0,5,Inconnue,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18709133094283906,0.0,0.0,1.0,0.0,0.0,2
125000,2018,0,Essence,145000,Volkswagen,Polo,6.0,5,WW au Maroc,0,Très bon,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,2
59000,2010,0,Essence,155000,Kia,Picanto,6.0,5,Dédouanée,0,Très bon,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0.18709133094283906,1.0,0.0,0.0,0.0,0.0,2
90000,2013,0,Diesel,87500,Opel,Corsa,6.0,5,Dédouanée,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
163000,2019,1,Diesel,115000,Renault,Megane,7.0,5,Inconnue,0,Très bon,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.7994797159530338,0.0,0.0,1.0,0.0,0.0,2
45000,2004,0,Essence,225000,Honda,Civic,9.0,5,WW au Maroc,0,Moyen,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,1
110000,2020,0,Diesel,125000,Dacia,Dokker,6.0,5,WW au Maroc,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
118000,2019,0,Diesel,72500,Peugeot,301,6.0,5,WW au Maroc,1,Très bon,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
73000,2002,0,Diesel,32500,Mercedes-Benz,220,9.0,5,Dédouanée,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
65000,2009,0,Diesel,97500,Citroen,Berlingo,5.0,5,Inconnue,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,1.0,0.0,0.0,2
49000,2005,0,Diesel,275000,Citroen,Berlingo,7.0,5,Inconnue,0,Moyen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,1.0,0.0,0.0,1
65000,2014,0,Diesel,22500,Peugeot,Autres,6.0,3,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
117000,2019,0,Diesel,97500,Dacia,Logan,6.0,5,WW au Maroc,0,Très bon,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
185000,2019,1,Hybride,115000,Toyota,C-HR,5.0,5,WW au Maroc,0,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.011143921816775645,0.0,0.0,0.0,0.0,1.0,2
36000,2001,0,Essence,275000,Renault,Megane,9.0,5,Inconnue,0,Très bon,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0.18709133094283906,0.0,0.0,1.0,0.0,0.0,2
122000,2018,0,Diesel,135000,Dacia,Sandero,6.0,5,WW au Maroc,0,Très bon,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
108000,2016,0,Diesel,145000,Dacia,Dokker,6.0,5,WW au Maroc,0,Très bon,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
45000,2000,0,Diesel,27500,Mercedes-Benz,220,4.0,5,Dédouanée,1,Très bon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
290000,2023,1,Diesel,27500,Hyundai,Tucson,6.0,5,WW au Maroc,1,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
45000,2024,1,Diesel,2500,BMW,X5,4.0,5,Inconnue,0,Très bon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,1.0,0.0,0.0,2
55000,2008,0,Essence,155000,Chevrolet,Autres,9.0,5,WW au Maroc,1,Moyen,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,1
138000,2022,0,Diesel,135000,Dacia,Sandero,6.0,5,WW au Maroc,1,Très bon,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
95000,2012,0,Diesel,225000,Hyundai,i30,6.0,5,WW au Maroc,0,Très bon,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
143000,2021,0,Diesel,225000,Renault,Megane,6.0,5,WW au Maroc,1,Moyen,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,1
50000,2003,0,Diesel,105000,Peugeot,307,8.0,5,WW au Maroc,0,Très bon,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
97000,2018,0,Diesel,105000,Dacia,Logan,6.0,5,WW au Maroc,0,Très bon,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
102000,2016,0,Diesel,185000,Renault,Clio,6.0,5,WW au Maroc,0,Moyen,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,1
85000,2012,0,Essence,125000,Renault,Kangoo,7.0,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,2
170000,2016,1,Diesel,145000,Ford,Autres,8.0,5,WW au Maroc,1,Très bon,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
95000,2016,0,Diesel,145000,Peugeot,208,6.0,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
112000,2012,0,Diesel,225000,Ford,Focus,6.0,5,WW au Maroc,1,Très bon,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
62000,2009,0,Essence,22500,Hyundai,i10,6.0,5,Inconnue,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18709133094283906,0.0,0.0,1.0,0.0,0.0,2
330000,2018,1,Diesel,145000,Mercedes-Benz,Classe A,8.0,5,Dédouanée,1,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
71000,2008,0,Diesel,175000,Renault,Kangoo,8.0,5,WW au Maroc,1,Moyen,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,1
230000,2015,0,Diesel,225000,Mercedes-Benz,Classe C,6.0,5,Dédouanée,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
23000,2006,0,Diesel,2500,Fiat,Uno,7.0,5,Inconnue,0,Moyen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7994797159530338,0.0,0.0,1.0,0.0,0.0,1
140000,2016,1,Diesel,125000,Opel,Astra,8.0,5,WW au Maroc,0,Très bon,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
50000,2003,0,Diesel,2500,Renault,Laguna,7.0,5,Inconnue,0,Moyen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,1.0,0.0,0.0,1
130000,2022,0,Essence,22500,Opel,Corsa,6.0,5,WW au Maroc,1,Très bon,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,2
69000,2000,0,Diesel,275000,Volkswagen,Golf 4,8.0,5,Dédouanée,0,Très bon,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
110000,2019,0,Diesel,155000,Renault,Clio,7.0,5,WW au Maroc,0,Très bon,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
115000,2019,0,Diesel,12500,Citroen,C-Elysée,6.0,5,WW au Maroc,0,Très bon,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
92000,2013,0,Diesel,92500,Dacia,Dokker,6.0,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
38000,2002,0,Diesel,17500,Peugeot,Autres,8.0,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
50000,2000,0,Diesel,225000,Mercedes-Benz,190,10.0,5,Dédouanée,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
320000,2019,1,Diesel,97500,Autres,Autres,6.0,5,WW au Maroc,0,Très bon,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
155000,2019,0,Diesel,165000,Dacia,Duster,6.0,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
89000,2009,0,Diesel,275000,Volkswagen,Passat,8.0,5,WW au Maroc,0,Très bon,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
290000,2022,1,Hybride,52500,Hyundai,Tucson,11.0,5,WW au Maroc,1,Très bon,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.011143921816775645,0.0,0.0,0.0,0.0,1.0,2
35000,2005,0,Essence,105000,Chevrolet,Autres,8.0,5,Inconnue,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18709133094283906,0.0,0.0,1.0,0.0,0.0,2
95000,2016,0,Diesel,2500,Peugeot,301,6.0,3,WW au Maroc,0,Très bon,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
60000,2011,0,Essence,125000,Chevrolet,Autres,8.0,5,Inconnue,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18709133094283906,0.0,0.0,1.0,0.0,0.0,2
137000,2002,0,Diesel,82500,Opel,Corsa,6.0,5,WW au Maroc,1,Neuf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,3
155000,2021,0,Diesel,52500,Volkswagen,Caddy,8.0,3,WW au Maroc,1,Très bon,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
120000,2012,1,Diesel,225000,Audi,A3,6.0,5,WW au Maroc,0,Très bon,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
80000,2010,0,Diesel,225000,Volkswagen,Golf 6,8.0,5,Dédouanée,0,Moyen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,1
94000,2016,0,Diesel,97500,Dacia,Logan,6.0,5,WW au Maroc,0,Très bon,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
130000,2017,0,Diesel,155000,Volkswagen,Polo,6.0,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
125000,2014,0,Diesel,155000,Renault,Captur,6.0,5,WW au Maroc,1,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
105000,2012,0,Diesel,225000,Citroen,Berlingo,8.0,5,Dédouanée,1,Très bon,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
47000,2001,0,Diesel,17500,Renault,Megane,7.0,5,Inconnue,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,1.0,0.0,0.0,2
58000,2007,0,Diesel,175000,Seat,Autres,8.0,5,WW au Maroc,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
114000,2019,0,Essence,72500,Toyota,Yaris,6.0,5,WW au Maroc,1,Très bon,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,2
65000,2009,0,Diesel,275000,Dacia,Sandero,6.0,5,Inconnue,0,Très bon,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0.7994797159530338,0.0,0.0,1.0,0.0,0.0,2
163000,2019,0,Diesel,87500,Dacia,Duster,6.0,5,WW au Maroc,1,Très bon,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
40000,2000,0,Essence,27500,Honda,Autres,7.0,5,Inconnue,1,Neuf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18709133094283906,0.0,0.0,1.0,0.0,0.0,3
80000,2020,0,Essence,125000,Autres,Autres,5.0,3,WW au Maroc,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,2
132000,2010,0,Diesel,195000,Mercedes-Benz,220,7.0,5,Dédouanée,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
55000,2004,0,Diesel,225000,Volkswagen,Polo,8.0,5,WW au Maroc,0,Moyen,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,1
187000,2018,0,Diesel,57500,Mitsubishi,Autres,8.0,5,Dédouanée,0,Très bon,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
105000,2013,0,Diesel,165000,Renault,Kangoo,7.0,5,Dédouanée,0,Très bon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
152000,2019,0,Diesel,92500,Ford,Autres,6.0,5,WW au Maroc,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
95000,2019,0,Diesel,7500,Fiat,Tipo,5.0,5,WW au Maroc,0,Très bon,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
60000,2007,0,Diesel,32500,Citroen,Berlingo,7.0,5,Pas encore dédouanée,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,1.0,0.0,2
190000,2019,0,Diesel,67500,Renault,Kadjar,7.0,5,WW au Maroc,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
