Prix,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Puissance fiscale,Nombre de portes,Origine,Première main,État,equip_Jantes aluminium,equip_Caméra de recul,equip_ESP,equip_Régulateur de vitesse,equip_CD/MP3/Bluetooth,equip_Vitres électriques,equip_Aucun,equip_Radar de recul,equip_Ordinateur de bord,equip_Système de navigation/GPS,equip_ABS,equip_Limiteur de vitesse,equip_Airbags,equip_Verrouillage centralisé à distance,equip_Climatisation,equip_Sièges cuir,equip_Toit ouvrant,Carburant_encoded,Origine_Dédouanée,Origine_Importée neuve,Origine_Inconnue,Origine_Pas encore dédouanée,Origine_WW au Maroc,État_encoded
71000,2000,0,Diesel,225000,Volkswagen,Golf 4,8.0,3,Dédouanée,1,Très bon,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
81000,2007,0,Diesel,155000,Peugeot,Partner,7.0,5,WW au Maroc,0,Très bon,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
139000,2010,1,Diesel,37500,Mercedes-Benz,220,9.0,5,Dédouanée,0,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
78000,2015,0,Diesel,165000,Fiat,Autres,5.0,5,WW au Maroc,0,Moyen,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,1
135000,2021,0,Diesel,77500,Nissan,Micra,6.0,5,WW au Maroc,0,Très bon,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
150000,2019,0,Diesel,115000,Dacia,Duster,7.0,5,WW au Maroc,0,Très bon,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
178000,2023,0,Diesel,32500,Renault,Express,6.0,5,WW au Maroc,1,Moyen,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,1
63000,2007,0,Diesel,105000,Renault,Clio,5.0,5,Dédouanée,0,Très bon,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
95000,2009,0,Diesel,275000,Toyota,RAV 4,9.0,5,WW au Maroc,0,Très bon,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
104000,2020,0,Diesel,175000,Dacia,Logan,6.0,5,WW au Maroc,0,Moyen,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,1
58000,2010,0,Essence,155000,Fiat,Autres,6.0,5,WW au Maroc,0,Moyen,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,1
350000,2020,1,Diesel,52500,BMW,Autres,8.0,5,WW au Maroc,1,Très bon,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
72000,2012,0,Essence,135000,Citroen,C3,6.0,5,WW au Maroc,0,Très bon,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,2
90000,2009,0,Diesel,325000,Volkswagen,Passat,8.0,5,Dédouanée,0,Très bon,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
235000,2021,0,Diesel,97500,Kia,Autres,6.0,5,WW au Maroc,1,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
195000,2017,1,Diesel,37500,Volkswagen,Golf 7,8.0,5,Inconnue,1,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.7994797159530338,0.0,0.0,1.0,0.0,0.0,2
295000,2020,1,Diesel,62500,Hyundai,Santa Fe,9.0,5,Inconnue,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,1.0,0.0,0.0,2
215000,2020,0,Diesel,62500,Peugeot,2008,6.0,5,Inconnue,0,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,1.0,0.0,0.0,2
200000,2017,1,Diesel,175000,Toyota,RAV 4,8.0,5,WW au Maroc,0,Très bon,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
99999,2008,1,Diesel,275000,Land Rover,Autres,9.0,5,Importée neuve,0,Très bon,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0.7994797159530338,0.0,1.0,0.0,0.0,0.0,2
150000,2016,0,Diesel,155000,Hyundai,Autres,6.0,5,WW au Maroc,0,Très bon,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
192000,2017,1,Diesel,115000,Renault,Autres,6.0,5,WW au Maroc,0,Très bon,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
73500,2011,0,Diesel,275000,Dacia,Sandero,6.0,3,WW au Maroc,0,Très bon,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
58000,2007,0,Diesel,225000,Ford,Fiesta,6.0,5,Inconnue,0,Très bon,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0.7994797159530338,0.0,0.0,1.0,0.0,0.0,2
115000,2011,1,Diesel,175000,Honda,CR-V,9.0,5,WW au Maroc,0,Très bon,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
174999,2016,0,Diesel,17500,Renault,Autres,10.0,3,Inconnue,0,Moyen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,1.0,0.0,0.0,1
55000,2009,0,Essence,195000,Ford,Fiesta,7.0,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,2
219000,2012,1,Diesel,22500,Audi,Q5,8.0,5,Dédouanée,1,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
215000,2020,1,Essence,52500,Fiat,500,8.0,3,WW au Maroc,0,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,2
58000,2000,0,Diesel,37500,Mercedes-Benz,220,8.0,5,Dédouanée,0,Très bon,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
320000,2021,1,Diesel,145000,Mercedes-Benz,Classe A,8.0,5,WW au Maroc,1,Très bon,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
67000,2006,0,Diesel,165000,Dacia,Logan,6.0,3,WW au Maroc,0,Très bon,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
120000,2023,0,Diesel,275000,Hyundai,Autres,10.0,5,WW au Maroc,1,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
150000,2025,0,Diesel,12500,Renault,Express,6.0,5,WW au Maroc,1,Très bon,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
148000,2020,0,Diesel,115000,Peugeot,208,6.0,5,WW au Maroc,1,Très bon,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
105000,2016,0,Diesel,225000,Dacia,Dokker,6.0,5,WW au Maroc,0,Très bon,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
128000,2020,0,Diesel,87500,Renault,Clio,6.0,5,WW au Maroc,0,Très bon,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
237000,2018,1,Diesel,47500,Volkswagen,Tiguan,8.0,5,Inconnue,1,Très bon,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.7994797159530338,0.0,0.0,1.0,0.0,0.0,2
113000,2007,1,Diesel,325000,Mercedes-Benz,Classe C,9.0,5,WW au Maroc,1,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
67000,2007,0,Diesel,375000,Toyota,Corolla,8.0,5,Importée neuve,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,1.0,0.0,0.0,0.0,2
240000,2018,1,Diesel,22500,Volvo,Autres,8.0,5,WW au Maroc,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
160000,2022,0,Diesel,97500,Renault,Express,6.0,5,Inconnue,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,1.0,0.0,0.0,2
160000,2023,0,Diesel,52500,Dacia,Sandero,6.0,5,WW au Maroc,1,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
48000,2003,0,Diesel,2500,Citroen,Xsara,6.0,5,WW au Maroc,0,Très bon,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
24000,2001,0,Diesel,275000,Fiat,Uno,7.0,5,WW au Maroc,0,Moyen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,1
25000,2008,0,Essence,7500,Autres,Autres,6.0,5,Pas encore dédouanée,0,Moyen,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.18709133094283906,0.0,0.0,0.0,1.0,0.0,1
152000,2021,0,Diesel,7500,Peugeot,208,6.0,5,Inconnue,0,Très bon,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0.7994797159530338,0.0,0.0,1.0,0.0,0.0,2
105000,2013,0,Diesel,195000,Alfa Romeo,Giulietta,6.0,5,WW au Maroc,0,Très bon,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
105000,2014,0,Diesel,195000,Renault,Megane,6.0,5,WW au Maroc,0,Très bon,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
190000,2021,1,Diesel,92500,Dacia,Duster,6.0,5,WW au Maroc,0,Très bon,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
235000,2021,1,Diesel,105000,Ford,Kuga,6.0,5,WW au Maroc,1,Très bon,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
250000,2021,0,Diesel,72500,Jeep,Autres,6.0,5,WW au Maroc,1,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
130000,2014,1,Diesel,105000,Alfa Romeo,Giulietta,8.0,5,WW au Maroc,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
210000,2018,1,Diesel,195000,Volkswagen,Tiguan,8.0,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
120000,2011,0,Diesel,325000,Volkswagen,Caddy,7.0,5,Dédouanée,0,Très bon,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
280000,2017,1,Diesel,195000,BMW,Série 5,8.0,5,WW au Maroc,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
105000,2020,0,Diesel,125000,Fiat,Doblo,6.0,5,WW au Maroc,1,Très bon,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
158000,2020,0,Diesel,77500,Dacia,Duster,6.0,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
26000,2000,0,Diesel,22500,Citroen,Autres,6.0,3,WW au Maroc,0,Très bon,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
103000,2013,0,Diesel,275000,Dacia,Duster,6.0,5,WW au Maroc,0,Très bon,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
240000,2018,1,Diesel,125000,BMW,Autres,8.0,5,WW au Maroc,1,Très bon,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
195000,2022,0,Diesel,42500,Opel,Crossland,6.0,5,WW au Maroc,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
111000,2016,0,Diesel,165000,Peugeot,208,6.0,5,Inconnue,0,Très bon,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,1.0,0.0,0.0,2
165000,2018,1,Diesel,145000,Dacia,Duster,7.0,5,WW au Maroc,0,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
185000,2022,1,Diesel,77500,Renault,Kadjar,6.0,5,WW au Maroc,0,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
87000,2016,0,Diesel,135000,Fiat,Fiorino,5.0,5,WW au Maroc,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
130000,2020,0,Diesel,175000,Dacia,Dokker,6.0,5,WW au Maroc,0,Moyen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,1
68000,2012,0,Diesel,275000,Dacia,Logan,6.0,5,Inconnue,0,Moyen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,1.0,0.0,0.0,1
295500,2024,0,Diesel,7500,Jeep,Autres,6.0,5,WW au Maroc,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
82000,2009,0,Diesel,275000,Opel,Insignia,8.0,5,WW au Maroc,0,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
105000,2021,0,Essence,27500,Kia,Picanto,6.0,5,WW au Maroc,0,Très bon,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,2
125000,2017,0,Diesel,125000,Ford,Focus,6.0,5,WW au Maroc,1,Très bon,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
55000,2008,0,Essence,17500,Volvo,Autres,5.0,3,Dédouanée,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18709133094283906,1.0,0.0,0.0,0.0,0.0,2
57000,2007,0,Essence,2500,Honda,Autres,8.0,5,Inconnue,0,Très bon,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0.18709133094283906,0.0,0.0,1.0,0.0,0.0,2
128000,2020,1,Essence,125000,Fiat,500,6.0,3,WW au Maroc,1,Très bon,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,2
280000,2024,1,Hybride,17500,Toyota,Corolla,8.0,5,WW au Maroc,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011143921816775645,0.0,0.0,0.0,0.0,1.0,2
270000,2017,1,Diesel,7500,Mercedes-Benz,Classe A,9.0,5,Importée neuve,0,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.7994797159530338,0.0,1.0,0.0,0.0,0.0,2
140000,2020,1,Diesel,125000,Renault,Clio,6.0,5,WW au Maroc,0,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
150000,2011,0,Diesel,2500,Mercedes-Benz,220,8.0,5,Dédouanée,0,Très bon,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
133000,2018,0,Diesel,97500,Hyundai,Accent,6.0,5,WW au Maroc,1,Très bon,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
195000,2013,1,Diesel,225000,BMW,Série 5,8.0,5,WW au Maroc,0,Très bon,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
117000,2019,0,Diesel,125000,Dacia,Logan,6.0,5,WW au Maroc,0,Très bon,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
225000,2022,1,Diesel,2500,Hyundai,i30,6.0,5,WW au Maroc,0,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
138000,2009,1,Diesel,225000,Mercedes-Benz,Classe E,8.0,5,Dédouanée,1,Très bon,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
175000,2022,0,Diesel,77500,Peugeot,Autres,8.0,3,WW au Maroc,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
58000,2007,0,Essence,125000,Kia,Picanto,6.0,5,WW au Maroc,0,Très bon,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,2
58000,2010,0,Essence,195000,Peugeot,206,6.0,5,WW au Maroc,0,Moyen,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,1
115000,2016,0,Diesel,105000,Toyota,Yaris,5.0,5,WW au Maroc,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
70000,2014,0,Essence,12500,Renault,Clio,7.0,5,Inconnue,0,Très bon,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0.18709133094283906,0.0,0.0,1.0,0.0,0.0,2
175000,2013,1,Diesel,115000,Audi,A3,6.0,5,WW au Maroc,1,Très bon,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
130000,2019,0,Diesel,155000,Renault,Kangoo,6.0,5,WW au Maroc,0,Très bon,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
130000,2020,0,Diesel,175000,Dacia,Dokker,7.0,5,WW au Maroc,1,Très bon,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
340000,2020,1,Diesel,42500,Volkswagen,Tiguan,10.0,5,WW au Maroc,1,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
160000,2020,0,Diesel,92500,Volkswagen,Caddy,6.0,3,WW au Maroc,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
258000,2014,1,Diesel,115000,Audi,Q5,8.0,5,Dédouanée,0,Très bon,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
135000,2022,0,Diesel,92500,Dacia,Logan,6.0,5,WW au Maroc,1,Très bon,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
110000,2008,1,Diesel,225000,Volkswagen,Passat CC,8.0,5,Dédouanée,0,Très bon,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
358000,2023,1,Diesel,105000,Audi,A3,8.0,3,WW au Maroc,0,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
165000,2020,0,Diesel,47500,Opel,Corsa,6.0,5,WW au Maroc,1,Très bon,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
70000,2006,1,Diesel,225000,Mercedes-Benz,Autres,8.0,5,Dédouanée,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
90000,2003,0,Diesel,32500,Mercedes-Benz,220,9.0,5,Dédouanée,0,Très bon,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0.7994797159530338,1.0,0.0,0.0,0.0,0.0,2
93000,2011,0,Diesel,225000,Renault,Autres,6.0,5,WW au Maroc,0,Moyen,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,1
18000,2003,0,Essence,185000,Autres,Autres,9.0,5,WW au Maroc,0,Moyen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18709133094283906,0.0,0.0,0.0,0.0,1.0,1
70000,2004,0,Diesel,275000,Volkswagen,Passat,8.0,5,WW au Maroc,0,Moyen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,1
165000,2017,1,Diesel,145000,Volvo,Autres,8.0,5,WW au Maroc,0,Très bon,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
180000,2021,1,Diesel,52500,Fiat,Autres,6.0,5,WW au Maroc,1,Très bon,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
290000,2020,1,Diesel,22500,Volvo,Autres,7.0,5,WW au Maroc,1,Très bon,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
125000,2012,1,Diesel,195000,Hyundai,ix35,8.0,5,WW au Maroc,0,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
75000,2007,0,Diesel,375000,Toyota,RAV 4,8.0,5,WW au Maroc,0,Très bon,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
110000,2012,0,Diesel,195000,Opel,Astra,7.0,5,Importée neuve,0,Très bon,1,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0.7994797159530338,0.0,1.0,0.0,0.0,0.0,2
335000,2021,1,Diesel,97500,Peugeot,2008,6.0,5,WW au Maroc,1,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
140000,2023,0,Diesel,42500,Dacia,Logan,6.0,5,Inconnue,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7994797159530338,0.0,0.0,1.0,0.0,0.0,2
159999,2015,1,Diesel,195000,Nissan,Qashqai,6.0,5,WW au Maroc,1,Moyen,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,1
148000,2016,1,Diesel,135000,Volvo,Autres,8.0,5,WW au Maroc,1,Très bon,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
35000,2008,0,Essence,17500,Opel,Corsa,8.0,5,Inconnue,0,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18709133094283906,0.0,0.0,1.0,0.0,0.0,2
244999,2020,1,Diesel,82500,Peugeot,3008,8.0,5,WW au Maroc,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
215000,2021,1,Hybride,165000,Toyota,Corolla,10.0,5,WW au Maroc,1,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.011143921816775645,0.0,0.0,0.0,0.0,1.0,2
160000,2025,0,Diesel,7500,Citroen,C-Elysée,6.0,5,Inconnue,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,1.0,0.0,0.0,2
62000,2008,0,Diesel,185000,Alfa Romeo,Autres,8.0,3,WW au Maroc,0,Très bon,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
150000,2016,0,Diesel,125000,Seat,Leon,6.0,5,WW au Maroc,1,Très bon,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
132000,2022,0,Diesel,57500,Dacia,Sandero,6.0,5,WW au Maroc,1,Très bon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
45000,2005,0,Diesel,225000,Hyundai,Accent,6.0,5,WW au Maroc,0,Très bon,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0.7994797159530338,0.0,0.0,0.0,0.0,1.0,2
